,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
13017,he,sees,what,if,when,scares,me,could,guessing,most,or,the,questions,to,happens,who,myself,oreos,masterminded,untrustworthy,miscalculating,eat,before,minimize,suitor,way,psychopath,colorblind,institution,operate,defensive,escaped,knows,be,ask,can,dating,disappointed,too,unexpected,miserable,cautious,cookie,waiter,tossed,it,close,opens,television,someone
13018,pulled,shatter,heartbreak,matters,saying,quiet,train,mean,you,okay,new,after,we,away,then,withoutwhen,awaynothing,face,nothing,it,awaywhen,see,but,strain,several,when,what,with,to,talks,youwhen,say,helpless,bringing,awayi,steps,ll,ourselves,imagine,strange,trap,anyway,build,ahead,dancing,losing,doesn,sound,do,anything
13019,chill,miguel,will,wanna,night,cole,huh,pick,phone,say,uh,you,chorus,real,it,through,all,just,the,come,show,up,verse,shit,sweats,since,was,and,been,me,yeah,prolly,on,for,no,fan,got,put,if,plug,don,often,post,hello,that,stranger,takin,ya,pre,sayin
13020,sixteen,you,re,only,they,callow,metamorphoselittle,sixteenyou,segragated,try,and,dothat,elbow,products,such,little,juvenile,neighborhoods,ve,ripe,intertwined,dayyou,but,dolphin,situations,forsake,protected,rotten,peek,backyard,bad,butterfly,with,feeling,bloom,tease,cause,really,force,freak,cop,dare,look,won,poor,closed,wings,children,small,cross
13021,lie,li,you,happy,cleaning,if,flashing,ask,me,york,hope,too,dress,mess,hard,new,to,met,oh,taking,ah,look,know,city,forget,your,wish,overnight,testing,flights,looking,while,stay,moonlight,but,flight,love,off,he,dawn,that,changing,ain,twice,brand,problem,don,singing,right,and
13022,dj,floor,dance,god,is,you,rhythm,life,given,if,the,use,music,get,strobe,what,it,how,love,are,outcast,re,unaffected,sequins,reason,air,mascara,ve,lights,smile,nirvana,all,been,rumors,lifestyle,with,skirt,mommy,new,cigarette,third,can,your,girl,spin,candy,whisper,ignore,store,record
13023,off,pays,aye,bitch,yeah,dingy,nay,paid,chopper,dunk,on,the,skull,ding,rich,nail,taking,your,put,counter,rick,ak,thats,toes,take,dawg,feeling,fast,money,drown,fair,it,damn,work,woah,boss,they,niggas,been,my,blood,hard,head,tryna,kitchen,break,done,ve,play,everyday
13024,pond,against,you,it,lawn,blow,nuh,billboard,what,uh,breeze,let,the,worth,trees,ol,re,highway,world,guys,taught,wind,saying,air,sign,move,space,chorus,low,they,hide,like,oak,denying,those,big,always,is,trying,off,refrain,or,through,should,solid,foolish,with,want,beyond,look
13025,limp,long,promises,psychosis,psychoanalysis,neurosis,no,sadness,did,for,tape,parts,lesson,burned,why,taught,around,pieces,somehow,carry,known,land,learn,pick,broken,ll,ask,forget,me,love,together,didn,this,please,you,feeling,home,again,ever,man,where,tell,here,come,and,want,say,the,was,up
13026,thank,very,you,kissing,shane,muchshane,muchi,true,came,believe,been,touch,surprise,saved,for,imagine,can,cause,then,ve,wanna,yeahshane,sayshane,muchbryan,muchone,aroundchorus,wideoh,muchmark,timeshane,touchbryan,touchall,less,my,second,yeah,crazyoh,elevating,lending,your,goodbye,say,along,it,may,more,some,gave,now,me,sure
13029,masquerade,parade,stay,dance,so,with,me,you,won,day,tonight,night,and,need,showone,queenseveryone,lynx,controlyearning,disguiseit,burning,moving,everythingit,upthis,dreami,solider,the,backstreet,babyso,hypnotic,my,game,through,in,love,wanna,yearning,baby,meall,tiger,freaks,play,mirrors,suffering,one,disguise,dreamed,mask,mystery,eyes,smoking
13031,you,die,goodbye,if,have,would,don,hold,true,to,beggin,girl,baby,say,on,know,go,star,alone,light,no,hurry,world,please,night,with,so,tenderlywe,home,nearyou,youlate,chorus,it,oh,day,still,can,me,care,this,come,back,just,gone,tender,lovely,soft,in,needs,wanna
13033,marching,johnny,beaten,the,army,an,comes,ha,shining,unawares,stairswhen,headsalrightthere,face,home,again,warit,traditional,party,was,strummer,civil,arranged,bits,hid,clubs,fists,shouting,when,jones,speech,english,understands,animal,new,stairs,underground,shed,screen,cloud,bus,watched,stage,who,crack,radio,by,happen,shadows,in,corner
13034,city,thousand,wanna,the,you,idea,in,say,young,faces,thinkin,uniforms,there,listen,about,approach,crap,tell,ya,ideas,they,better,things,man,fears,gonna,twenty,whenever,still,golden,shining,men,we,least,bright,five,but,and,to,kids,bit,fool,at,kill,ve,tried,under,now,work,heard
13037,we,dance,it,could,would,back,get,used,just,if,remember,to,you,were,deep,wish,change,how,fact,boy,me,be,was,oh,do,way,only,that,nothing,for,love,so,liked,the,now,and,with,told,in,baby,onremember,backremember,backif,backnow,know,my,whitney,tried,couldn,can
13038,samba,againwould,homecome,windowpane,snowy,away,draw,recognize,ll,asleep,with,me,shadows,we,come,dance,rain,saw,far,place,fall,face,my,in,and,back,you,from,if,this,so,on,the,playingrococo,playnow,playmate,playit,playingthere,playhonest,playing,playin,playlist,playlet,playingpush,playmakers,playmates,playif,playlook,playersee,playgrounds
13040,lived,may,miss,life,ve,my,active,lost,this,dies,think,winters,and,morning,leave,through,me,you,die,sun,in,sleeps,your,doubts,march,seem,drawn,hard,sunset,lonely,for,before,being,everything,sing,ll,pillow,company,so,song,guns,name,heart,of,it,will,been,youcast,fallmay,rightmay
13041,isif,matters,me,lovers,do,ends,memory,this,use,what,friend,ask,hand,while,last,we,is,leftlook,again,than,hold,tomorrow,scared,like,give,don,more,by,night,love,vicious,how,wrong,you,honesty,my,take,just,the,forgiveness,cause,never,all,lesson,cruel,if,eyes,no,or,asking
13043,you,babe,fiend,thinkin,swear,wedding,ma,ring,baby,doubt,bout,feelin,between,thing,stay,see,dreams,around,close,really,get,aye,won,keep,where,in,been,do,whatever,ve,the,got,now,mine,me,wanna,gallard,for,yeah,your,lil,one,every,that,love,louie,glide,provide,perc,high
13044,tu,yea,baby,desperately,take,ru,dreamlover,me,need,you,ooh,come,please,ohh,anywhere,share,rescue,forever,won,want,to,away,so,around,someone,with,wanna,uplifting,downtake,turutu,alwaysso,lover,alwaysi,methrough,disillusion,no,up,mindno,cause,whisperin,kind,pretender,now,methe,understands,down,hold,comfort,oooh,dawn
13045,crime,guilt,surprised,love,act,eyes,finechorus,side,your,without,to,you,tell,it,why,by,from,here,me,so,be,know,crimehere,but,can,in,dochorus,insidebut,good,meooh,ownand,look,that,melove,for,the,though,tonight,destiny,rule,even,hurting,stare,acting,knowing,read,fool,standing,my,saw
13047,mad,fly,high,nigga,narcotics,bathing,be,ape,sending,on,wise,savage,hits,judge,dressed,shit,guy,ooh,sit,front,street,me,ma,the,damn,lie,forgive,and,like,in,spent,bombaclot,flypull,hondanarcotics,highnarcotics,flyooh,remynarcotics,lord,your,lil,benihanas,extendos,swoosh,223,ak47,hemi,dentist,sinning,oscar,that
13049,tryingwe,already,game,has,stop,won,come,time,you,this,like,is,the,givewe,apologizewe,tryingtake,tryingyou,dissect,goodbye,slow,strain,trying,please,break,have,down,your,spin,carry,we,need,crying,knees,grow,say,tired,lies,making,til,must,pain,head,everything,us,and,to,take,are,from,let
13051,around,we,pieces,come,will,you,have,the,gone,and,ll,she,still,of,hear,million,things,when,little,lies,between,one,lingered,is,settling,seen,all,flown,wait,re,what,landed,yeah,gently,say,for,december,well,california,fallen,thinks,on,fading,waited,laughing,sorrow,disappear,reasons,blowing,waves
13053,shake,mama,simpson,fatherless,friendless,motherless,walking,the,bay,ship,early,evening,judge,stuff,raise,blues,women,you,river,almost,going,funwell,roughshake,leedown,clownsome,avenueshake,shocks,hillshake,sea,shortest,voice,your,around,franklin,too,until,baby,sun,richard,break,and,awayi,really,language,everything,friday,torn,of,look,day
13055,00,player,playeri,playerno,playero,playerplaya,players,playersee,playful,playfulness,playground,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playnow,played,playoff,playboywhoa,playboy,plata,plate,plateadas,plateau,plated,platedand,platei,plates,platetime,platform,platforms,platinum,platinumi,platinumtriple,platoon,platted,platter,plause
13056,ahh,devil,fell,oh,me,dig,with,in,chorus,lend,love,halo,trouble,spell,the,hell,deep,angel,underneath,send,tastes,lighter,save,killin,danger,good,shadow,no,from,rush,someone,this,please,playin,pre,and,his,six,now,chaotic,an,explosions,verse,over,shotguns,feet,wake,bears,fight,teddy
13057,the,wedding,shoes,my,riff,bruce,on,fuck,who,turtleneck,10,raff,stage,wife,kung,cuz,ball,you,bench,with,straight,versace,spray,vibe,couch,do,bill,tan,candy,gucci,pool,in,big,that,no,shouldn,by,too,through,rap,diplo,eugene,stiles,beige,jinjitsu,hovercraft,rikers,frostbit,maaaaan,cottle
13060,relieves,failure,biggest,pen,mistake,quiet,secret,your,as,everyday,kept,lay,easy,keep,bed,behind,comes,you,ll,best,hand,blue,locket,match,weigh,nothing,choke,day,throat,good,in,look,be,this,kerosene,and,so,wear,gin,jealousy,all,bridges,light,leave,me,spit,can,watch,down,warm
13061,insane,ijust,you,hey,ticking,heartbreak,and,just,gonna,sentiments,tonguejust,rememberjust,ithere,fluent,politic,never,room,tonight,serve,endless,names,won,no,speak,to,be,only,as,in,the,there,of,players,playero,playersee,playerplaya,00,playgrounds,playfulness,playground,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playful,playerno,playboi
13062,fiction,science,the,way,mirror,connectivitythe,iconography,quantitative,societies,gloved,ascension,doesi,easing,watchi,lizard,colony,does,on,swamp,momentarily,rougher,dangers,its,messages,some,raincoat,highlight,religious,reflections,harsh,mass,blush,scoop,creeps,of,machines,clever,disco,panic,cheek,hidden,obvious,monster,in,distant,not,wire,cream,screen,sexy
13063,feed,the,higher,lions,hold,swimming,plane,they,notebooks,lionsi,dojust,blindlywell,silenceall,lionswell,hearts,me,on,onthe,lights,to,covering,but,youwell,out,in,clay,conceal,their,hope,oceans,buck,excuses,real,bay,lion,steel,solid,imagination,much,master,circles,throwing,beg,world,desire,luck,bird,someday,crowd,dreaming
13064,til,die,day,never,will,you,forget,always,the,side,my,knew,that,and,be,by,everything,connection,met,hasn,sure,but,special,ll,diefeeling,youfeeling,changed,loving,upon,something,clear,much,along,it,would,time,hide,more,sometimes,once,heart,want,with,fall,we,from,thing,knowi,gotta,do
13065,bolts,lightnin,glowin,goin,children,crybut,am,up,causin,see,my,adjust,where,reaches,reaper,touches,rust,storms,gods,with,turnin,colder,can,torn,below,our,bodies,mistake,dust,older,bigger,filled,heart,somethin,grow,hearts,summer,to,nothin,million,rain,wake,get,lie,guess,someone,hand,told,just,we
13067,losing,it,pleasewe,playerno,playero,playerplaya,players,playersee,playful,playfulness,playground,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playnow,playoff,playoffs,playeri,playon,player,playboywhoa,plateadas,plateau,plated,platedand,platei,plates,platetime,platform,platforms,platinum,platinumi,platinumtriple,platoon,platted,platter,plause
13068,titties,ass,ayy,bounce,shake,21,that,and,twenties,she,savage,straight,get,throw,he,money,don,snatched,cappin,you,her,god,play,with,shit,ain,at,bills,the,on,if,sugar,100,big,bitch,nigga,fuck,it,redrummed,fashio,hickies,vicky,meass,stay,club,can,gotta,come,medrop,belgium
13069,why,cry,know,don,makes,you,feel,see,love,to,but,just,onmaybe,runawayi,aliveare,alive,aliveyou,whyi,paini,it,alivei,want,runaway,me,sweetest,inside,againi,dies,pleasure,asleep,hurts,warm,wanna,arms,moment,hurt,morning,comes,touch,coming,maybe,when,break,fall,the,hear,before,again,much,around
13070,wish,end,shiny,you,friend,dreams,have,land,may,lights,were,these,wait,other,to,might,left,come,beenwhen,nowe,saturate,not,can,suffocate,re,shove,this,way,should,sober,enemy,all,why,look,the,my,when,woah,blind,win,bright,empty,shine,of,see,road,under,ll,just,we
13071,word,supercalifragilisticexpialidociouseven,attrocious,aways,sound,nose,quite,precocioussupercalifragilisticexpialidocioussupercalifragilisticexpialidociousi,precocioussupercalifragilisticexpialidociousi,afriad,loud,say,badand,tweak,was,didi,lad,heard,though,it,used,traveled,enough,aching,tea,biggest,something,you,my,this,then,special,everywhere,father,is,and,very,all,speak,the,save,goes,gave,ll,ask,if,went,in,told,ever
13072,mad,21,choppers,stalkers,bitch,cautious,flawless,balling,got,woo,brr,diamonds,dick,turning,savage,my,niggas,hoes,offset,all,the,on,drip,into,we,nigga,these,shit,addy,lean,gang,shoot,max,marble,ugh,lil,chorus,models,sauce,much,cook,with,yeah,20,hey,god,wrist,too,six,double
13073,slash,hyper,problem,dark,slashhyper,think,trouble,anywaypencil,certificates,yearbook,darkhey,middle,assemble,retrograde,baths,gatorade,have,shreds,may,stalling,accolades,tangle,symbol,solution,flags,trophy,we,in,shade,date,torn,wasting,page,quick,tongue,case,you,kids,wind,the,those,big,re,like,going,so,all,of,her,away
13074,count,out,me,somebody,you,adding,else,reaching,and,three,something,never,two,half,between,gets,touch,love,side,enough,get,just,miata,outgive,mazda,310i,ridei,up,on,it,noticing,he,not,or,still,by,but,suspicious,outand,switched,could,tell,that,morei,lipstick,tricks,heartbreak,new,dude,innocent
13075,chefs,lingerie,hollandaise,shorty,expensive,jets,holidays,other,mean,money,nothing,home,than,cause,come,that,and,the,phoning,with,zoning,on,it,you,timeless,dream,don,mariah,like,this,impossible,to,good,higher,baby,gaysies,rollys,babe,calling,filet,rolly,vacay,thanksgiving,swole,costs,2pac,slice,gram,boy,tag
13076,wine,you,telescope,deserved,glass,tinted,stained,acting,then,mineral,soot,scatters,purgatory,shatters,immortal,yourself,loveless,evergreen,blackened,hourglass,highly,venus,cry,your,start,looking,drowned,bruised,like,speaks,feeling,tales,photograph,failed,fairy,sings,the,in,candle,fail,see,frame,into,wipe,speaking,an,endless,that,drown,rose
13077,over,again,slowly,and,againoh,you,old,same,tell,outsidetell,gonetell,story,me,onbut,pictured,overreacting,promising,wool,nobody,together,it,buying,againi,stay,although,better,stories,questions,keep,asked,heart,fact,warm,answer,lying,know,ways,yeah,say,down,may,that,truth,pull,ll,any,move,in,cold,getting
13081,fall,sunwhen,feel,lovein,moment,too,heartand,love,warmth,is,in,ended,moonlight,restless,completely,begun,youand,kisses,that,give,or,when,will,way,seem,cool,the,never,ll,forever,many,it,with,you,be,can,before,world,my,heart,this,like,of,and,to,playerplaya,players,pleaseit,playersee,playful
13082,ah,aaa,haunt,tumbles,fly,sky,wind,the,night,clouds,sea,at,under,round,sailor,string,we,seek,all,shall,bow,would,grew,she,snow,as,in,bright,fell,blue,white,saw,light,something,of,and,from,one,if,with,is,my,me,playfulness,playground,playingpush,playhell,playing,playhonest,playif
13083,afraid,she,fallin,not,of,the,her,scary,wild,movies,likes,in,ooohhh,so,attention,running,kiss,dark,how,love,woah,ooohwhen,ooohmaybe,ooohshe,doorshe,closerâ,ooohwhat,realshe,hard,but,fourshe,way,worth,ah,teasing,late,closes,sneaks,all,tell,come,just,we,home,walks,addicted,test,either,every,that
13085,eh,cellophane,wrapped,oooooh,hide,pain,floods,electricity,basket,pump,eheh,veins,watch,the,blood,you,can,my,through,case,brain,braincan,cellophanelook,groundhog,ehcan,in,such,virtue,see,skating,delivery,delivered,doorstep,your,againand,at,me,cracks,thin,saint,fallen,patience,pills,re,filled,when,train,carry,thoughts,ice
13086,behave,mystery,how,slave,cruel,love,kissed,you,proud,people,kisser,hitter,ever,acrobatic,happy,it,he,wrecking,faithless,barren,gladly,tumble,true,knew,powerful,end,nerve,for,backwards,hardest,harm,much,mercy,force,long,kissing,always,and,ourselves,to,grave,bend,then,me,as,life,we,missing,could,is
13087,on,love,thinking,and,that,about,she,hellohi,keeps,future,unworthy,goodbye,introduction,he,said,past,start,has,to,autumn,weep,stop,going,so,the,spring,made,souls,store,joy,starts,too,winter,life,crying,will,sad,grow,hearts,summer,perfect,say,broke,let,they,each,sweet,broken,sing,hurt
13090,youwithout,got,hooked,higher,so,thing,you,has,me,every,little,turned,doubt,on,soyou,now,girl,look,can,about,threewe,threea,sogirl,count,insaneyou,take,nameyou,say,at,let,soi,get,do,doit,mineyou,tooi,sure,move,body,confident,maybe,name,to,that,blunt,excuse,shy,deny,or,tell
13091,someday,we,day,way,find,love,one,oh,gotta,better,together,true,you,of,share,brother,be,the,messenger,insensitive,with,each,ve,that,deceived,showers,free,will,equal,powers,other,sending,desperate,rage,soldier,happening,little,over,and,to,said,sister,in,it,keeps,great,block,can,how,yeah
13092,moan,me,groan,you,make,rub,home,wow,lick,it,morning,if,take,wanna,gotta,better,foreplay,night,light,show,all,whoa,woman,oh,and,yeah,her,ooh,up,wet,told,got,shake,on,down,some,to,can,then,love,hahaha,need,will,drawers,break,solve,going,do,bedroom,lets
13094,adore,him,come,us,let,christ,ye,lord,sing,angels,father,exultation,born,triumphant,word,appearing,evermore,choirs,adored,joyful,bethlehem,behold,greet,thy,hail,thee,highest,faithful,the,glory,flesh,holy,jesus,in,king,all,heaven,happy,of,morning,god,name,hear,our,give,and,to,now,this,we
13095,the,roundabout,whistles,darker,sweeter,sings,hedgehog,spring,than,we,darkest,mailbox,done,up,versus,sonic,in,mysterious,mind,knuckles,us,like,my,poured,codeine,goes,round,you,he,are,sent,nigga,cup,and,his,fuck,lamest,sames,expands,sharkeisha,plainest,vindicated,softened,sixteens,tartar,club,four,lineup,protector,mermaids
